id,smiles_in,smiles_out,valid_out,exact_match,tanimoto,delta_atoms,delta_bonds,delta_rings,delta_aromatic,delta_heteroatoms,atoms_in,atoms_out
203,CCOc1nc(NC(=O)Cc2cc(Br)ccc2Br)cc(N)c1C#N,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.10227272727272728,1.0,2.0,1.0,6.0,0.0,24,25.0
204,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)OCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.18478260869565216,4.0,5.0,1.0,0.0,3.0,26,30.0
205,O=S(=O)(NS(=O)(=O)N1CCc2c(Cl)cccc2C1)N1CCc2c(Cl)cccc2C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.03614457831325301,-1.0,-1.0,0.0,-2.0,-6.0,29,28.0
206,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@]4(C)CCCN4)CC3)c2)n[nH]c(=O)c1C,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,1,0,0.14942528735632185,-8.0,-9.0,-1.0,6.0,-3.0,33,25.0
207,C=CCNc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.12643678160919541,-5.0,-5.0,0.0,5.0,1.0,29,24.0
208,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.0970873786407767,-5.0,-5.0,0.0,-2.0,-5.0,33,28.0
209,CN[C@@H]1CCN(C(=O)N2CC[C@H](N(C)C(=O)c3ccc(-c4ccc(C(F)(F)F)cc4)cc3)C2)C1,CNc1ncnc2c1ncn2Cc1c(F)cccc1F,1,0,0.1,-14.0,-15.0,-1.0,3.0,-2.0,34,20.0
210,COc1cccc2c1OCCC2CN1CCC2(CC1)C(=O)NCN2c1ccccc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.17894736842105263,0.0,0.0,0.0,0.0,0.0,30,30.0
211,COc1cc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cccc1=O,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.19101123595505617,3.0,5.0,2.0,-1.0,-1.0,27,30.0
212,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.13095238095238096,-2.0,-4.0,-2.0,6.0,2.0,27,25.0
213,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)CCS2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.14736842105263157,4.0,5.0,1.0,0.0,3.0,26,30.0
214,Cc1ccccc1Sc1cncc2sc(C(N)=O)cc12,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.1518987341772152,13.0,14.0,1.0,-3.0,3.0,20,33.0
215,Cc1cc(-n2ccc(=O)[nH]c2=O)cc(Cl)c1S(=O)(=O)c1ccc(Cl)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.3333333333333333,-1.0,-1.0,0.0,0.0,-1.0,26,25.0
216,C=C(C)CN1CCC23c4c5ccc(OC)c4O[C@H]2C(=O)C2(Cc4ccccc4C2)C[C@@]3(O)C1C5,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.11320754716981132,-6.0,-9.0,-3.0,-2.0,0.0,34,28.0
217,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3cccc(Cl)c3)[C@H]12,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.17045454545454544,-7.0,-9.0,-2.0,12.0,-1.0,32,25.0
218,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(=O)C(F)(F)F)CC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.13978494623655913,-2.0,0.0,2.0,-1.0,-4.0,32,30.0
219,COc1ccc2c(c1)-c1nc(-c3ccncc3)[nH]c1CCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1686746987951807,8.0,9.0,1.0,-5.0,2.0,22,30.0
220,COc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.20270270270270271,12.0,15.0,3.0,0.0,0.0,18,30.0
221,O=C1c2ccccc2CC1C1OCCc2ccccc21,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.07042253521126761,4.0,3.0,-1.0,6.0,6.0,20,24.0
222,CN1CCCC(C(=O)N2CCN(c3ccnc(NCc4ccc(Cl)cc4Cl)n3)CC2)C1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.10526315789473684,-10.0,-11.0,-1.0,-12.0,-4.0,31,21.0
223,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3C)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.2441860465116279,1.0,1.0,0.0,0.0,0.0,32,33.0
224,CC(C)N(C(=O)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)[C@H](C(=O)O)C1)C(C)C,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.19047619047619047,-1.0,0.0,1.0,0.0,-1.0,33,32.0
225,CC1(C)[C@H]2CC[C@](C)(C2)[C@@H]1NC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCC2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.12121212121212122,4.0,4.0,0.0,6.0,0.0,28,32.0
226,CC(C)(C)[C@H]1C(O)=C(C2=CS(=O)(=O)c3cc(C#N)ccc3N2)C(=O)N1Cc1ccc(F)cc1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.10377358490566038,-1.0,-1.0,0.0,0.0,-2.0,33,32.0
227,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cn3)cccc12,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.17391304347826086,-3.0,-3.0,0.0,-1.0,-1.0,24,21.0
228,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccc(C(F)(F)F)cc3)SC(=O)NC2=O)cc1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,0.0673076923076923,4.0,5.0,1.0,0.0,-3.0,30,34.0
229,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.1038961038961039,1.0,1.0,0.0,2.0,2.0,24,25.0
230,COc1ccc2sc(C(N)=O)c(OC(C)C)c2c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1518987341772152,12.0,15.0,3.0,3.0,1.0,18,30.0
231,COC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.0963855421686747,10.0,13.0,3.0,6.0,-1.0,20,30.0
232,COc1cccc(N(C)c2ccc(NC(=O)C3CC3)cc2)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1875,8.0,10.0,2.0,0.0,2.0,22,30.0
233,COc1cc(OC)cc([C@@H]2c3cc4c(cc3N[C@@H]3COC(=O)N23)OCO4)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.25,3.0,3.0,0.0,0.0,-2.0,27,30.0
234,O=C(CN1CCOCC1)N1CCC(CNc2nc3c(s2)CCOc2ccc(F)cc2-3)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.09574468085106383,-8.0,-10.0,-2.0,6.0,-2.0,32,24.0
235,Cc1ccc2c(c1)-c1nc(-c3ccccn3)[nH]c1CCC2,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.10843373493975904,12.0,12.0,0.0,-5.0,5.0,21,33.0
236,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.04878048780487805,10.0,12.0,2.0,-2.0,-2.0,18,28.0
237,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C(C)(C)C=CO4,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.18888888888888888,1.0,1.0,0.0,0.0,0.0,29,30.0
238,O=S(=O)(c1ccccc1Cl)N1CCC(N2CCC(O)(c3cccc(Cl)c3)CC2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.07446808510638298,-2.0,-2.0,0.0,-2.0,-3.0,30,28.0
239,CCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.11956521739130435,2.0,2.0,0.0,-2.0,-1.0,26,28.0
240,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.12,-1.0,-1.0,0.0,0.0,-3.0,29,28.0
241,CS(=O)(=O)c1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@@H]3CC[C@@H](c4ccccc4)C3)CC1)O2,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.08602150537634409,-10.0,-12.0,-2.0,5.0,-1.0,34,24.0
242,O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)nnc1Cl,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.18571428571428572,-1.0,-1.0,0.0,-1.0,-1.0,25,24.0
243,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Br,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.09859154929577464,3.0,3.0,0.0,2.0,3.0,21,24.0
244,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccc(Cl)cc2)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.13924050632911392,-4.0,-5.0,-1.0,6.0,3.0,28,24.0
245,N#Cc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1Cl,CN1CCN(CC(=O)N2CCC(CNc3nc4c(s3)CCCc3ccc(F)cc3-4)CC2)CC1,1,0,0.08602150537634409,14.0,17.0,3.0,-1.0,1.0,19,33.0
246,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccn1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.11827956989247312,-9.0,-10.0,-1.0,6.0,1.0,34,25.0
247,O=C(N[C@H]1CCCCN(Cc2ccccc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.0898876404494382,-11.0,-13.0,-2.0,5.0,-1.0,35,24.0
248,Cn1nc(C(F)(F)F)c(Br)c1C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.09411764705882353,-7.0,-7.0,0.0,-11.0,-7.0,28,21.0
249,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C(C)C)[C@@H](C)[C@H]3O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.7142857142857143,-1.0,-1.0,0.0,0.0,0.0,29,28.0
250,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,,0,0,NA,NA,NA,NA,NA,NA,16,NA
251,CN1CCC(CC(=O)N2CCN(C3c4ccc(Cl)cc4CCc4cccnc43)CC2)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.1111111111111111,-11.0,-13.0,-2.0,-12.0,-1.0,32,21.0
252,O=C(c1ccc(S(=O)(=O)NCC2CCCO2)cc1)N1CCN(c2cccc(Cl)c2)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.15853658536585366,-7.0,-8.0,-1.0,5.0,-2.0,31,24.0
253,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,CCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,1,0,0.06521739130434782,-11.0,-13.0,-2.0,7.0,-6.0,32,21.0
254,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)CN)OCO3,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.11764705882352941,-1.0,-2.0,-1.0,6.0,1.0,26,25.0
255,CC(C)NCC(O)COC(=O)c1cccc2ccccc12,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,1,0,0.12643678160919541,11.0,13.0,2.0,2.0,3.0,21,32.0
256,Cc1nccn1N[C@H]1c2cc(S(=O)(=O)N3CCCCC3)ccc2OC(C)(C)[C@@H]1O,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.10869565217391304,-4.0,-5.0,-1.0,7.0,-1.0,29,25.0
257,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4nc(C)cc(C)c4C#N)CC3)c(F)c2)C(=O)O1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.1588785046728972,-2.0,-2.0,0.0,0.0,-3.0,34,32.0
258,O=C(N[C@@H]1CCCN(Cc2ccccc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1,0,0.09090909090909091,-10.0,-12.0,-2.0,5.0,-1.0,34,24.0
259,CCc1nnc2c(NC3CC3)nc3ccccc3n12,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.06896551724137931,9.0,9.0,0.0,-3.0,0.0,19,28.0
260,COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.12,12.0,16.0,4.0,6.0,3.0,18,30.0
261,CNC(=O)N1CCC(CC(=O)N2CCN(C3c4ccc(Cl)cc4CCc4cccnc43)CC2)CC1,CNC(=O)c1cnc(N2CCN(C3CCN(Cc4ccc(Cl)cc4)C(C)C3)CC2)c(Cl)c1,1,0,0.2631578947368421,-3.0,-4.0,-1.0,0.0,0.0,35,32.0
262,C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.060240963855421686,1.0,-1.0,-2.0,18.0,6.0,24,25.0
263,CNc1ncnc2c1ncn2Cc1cccc(O)c1,CNc1ncnc2c1ncn2Cc1c(F)cccc1Cl,1,0,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,19,20.0
264,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,1,0,0.06930693069306931,7.0,8.0,1.0,0.0,-1.0,27,34.0
265,CN1Cc2c(C(=O)OCCC(C)(C)C)ncn2-c2ccc(Cl)cc2C1=O,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1,0,0.1839080459770115,0.0,1.0,1.0,1.0,0.0,26,26.0
266,O=C(C1CCCCN1)N1CCN(Cc2ccncc2)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.136986301369863,3.0,3.0,0.0,12.0,3.0,21,24.0
267,O=C1C(Cl)=C(Nc2ccc(I)cc2)C(=O)c2ncccc21,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.09090909090909091,6.0,6.0,0.0,-6.0,1.0,21,27.0
268,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.0975609756097561,13.0,14.0,1.0,-3.0,3.0,20,33.0
269,O=c1cc(COC2CCOCC2)occ1OC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,,0,0,NA,NA,NA,NA,NA,NA,28,NA
270,CN1CCN2CC(c3ccc(N)cc3)c3ccccc3C2C1,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,1,0,0.203125,1.0,1.0,0.0,0.0,2.0,22,23.0
271,CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(C(=O)NCc2cccc(C(F)(F)F)c2)c1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.15853658536585366,-10.0,-10.0,0.0,3.0,-4.0,31,21.0
272,CN(CCc1ccc2c(c1)OCO2)CC1CCCc2c1ccc1c2OCO1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.1282051282051282,-6.0,-8.0,-2.0,3.0,1.0,27,21.0
273,O=C(O)CC(=O)NC1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)C1,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,1,0,0.5303030303030303,-3.0,-4.0,-1.0,0.0,-2.0,30,27.0
274,CN(C)CCNC(=O)c1c(O)c2cccnc2n(-c2ccccc2)c1=O,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,1,0,0.16883116883116883,-5.0,-5.0,0.0,-1.0,-1.0,26,21.0
275,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCCN1CCN(C)CC1,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,1,0,0.125,-3.0,-4.0,-1.0,7.0,1.0,28,25.0
276,COc1ccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1839080459770115,2.0,4.0,2.0,0.0,-3.0,28,30.0
277,CCC(c1ccc(O)c(F)c1)C(CC)c1ccc(O)c(F)c1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.11428571428571428,6.0,8.0,2.0,-2.0,1.0,22,28.0
278,CCCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.08163265306122448,1.0,1.0,0.0,-5.0,-1.0,27,28.0
279,COc1cccc2c(C(=O)N[C@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.14423076923076922,-3.0,-3.0,0.0,3.0,0.0,33,30.0
280,COc1ccc(NC(=O)N2CCN(c3cccc4c3CCCC4)CC2)cc1N1CCN(C)CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1276595744680851,-4.0,-4.0,0.0,0.0,-1.0,34,30.0
281,CN1CCc2cc(Cl)c(O)cc2C(c2cccc(Br)c2)C1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1,0,0.13414634146341464,5.0,6.0,1.0,0.0,3.0,21,26.0
282,CN1CCC[C@H]1CN1CCN(Cc2cccnc2)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.1388888888888889,1.0,1.0,0.0,-6.0,1.0,20,21.0
283,CCNc1ncnc2c1ncn2Cc1ccccc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.07142857142857142,9.0,10.0,1.0,-5.0,0.0,19,28.0
284,O=C1CN(c2ncccc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.13580246913580246,-4.0,-4.0,0.0,6.0,-4.0,28,24.0
285,CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.08045977011494253,0.0,0.0,0.0,-2.0,1.0,28,28.0
286,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.10714285714285714,8.0,10.0,2.0,-4.0,0.0,22,30.0
287,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1S(=O)(=O)N1CCOCC1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,1,0,0.4444444444444444,1.0,1.0,0.0,6.0,-2.0,24,25.0
288,COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(C(N)=O)cc4)CC3)CN(C)[C@@H]1C2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1188118811881188,-4.0,-4.0,0.0,0.0,-1.0,34,30.0
289,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)s2)cn1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.1262135922330097,1.0,3.0,2.0,1.0,-6.0,29,30.0
290,Cc1ccc2c(c1)-c1nc(-c3ccncc3)[nH]c1CCC2,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,1,0,0.08433734939759036,12.0,12.0,0.0,-5.0,5.0,21,33.0
291,Cn1nc(C(F)(F)C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,1,0,0.09574468085106383,-10.0,-10.0,0.0,-11.0,-7.0,31,21.0
292,CC(=O)NC1C(=O)[C@]2(CS(=O)(=O)N3CCC4(CCc5ccccc54)CC3)CCC1C2(C)C,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,1,0,0.1941747572815534,1.0,0.0,-1.0,6.0,4.0,32,33.0
293,Nc1nc(N)c2c(S(=O)(=O)c3ccc(Cl)c(Cl)c3)cccc2n1,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,1,0,0.52,-2.0,-2.0,0.0,0.0,-2.0,23,21.0
294,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2nc(O)oc2c1,,0,0,NA,NA,NA,NA,NA,NA,27,NA
295,CCCCc1nnc2c(NC3CCCC3)nc3ccccc3n12,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,1,0,0.08791208791208792,5.0,5.0,0.0,-3.0,0.0,23,28.0
296,N#CC1=C(NCC(=O)N2CCCCC2)N(c2ccccc2)C(=O)N2CCCCC(N3CCCC3)C12,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,1,0,0.0898876404494382,-12.0,-13.0,-1.0,6.0,-3.0,35,23.0
297,OC(c1ccccc1Cl)C(O)(Cn1ccnc1)c1ccccc1Cl,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,1,0,0.10810810810810811,0.0,0.0,0.0,1.0,2.0,24,24.0
298,COc1cc(C2C(C#N)=C(N)Oc3cc(Br)ccc32)cc(Br)c1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.12222222222222222,5.0,7.0,2.0,0.0,-1.0,25,30.0
299,CCN1CCCC(n2cc(S(=O)(=O)C3=C(Cl)NC4SC=CN34)c3cccnc32)C1,,0,0,NA,NA,NA,NA,NA,NA,29,NA
300,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)c4cc(Cl)no4)CC3)c(F)c2)C(=O)O1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,1,0,0.2079207920792079,0.0,0.0,0.0,1.0,-5.0,32,32.0
301,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(C)CCCO4)CC3)c2)n[nH]c(=O)c1C,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,1,0,0.14772727272727273,-8.0,-9.0,-1.0,6.0,-3.0,33,25.0
302,COc1ccc2c(c1)c(CCNC(=O)C1CCC1)c1n2CCc2ccccc2-1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,1,0,0.19148936170212766,2.0,2.0,0.0,-3.0,2.0,28,30.0
