ID,Category,Input_SMILES,Output_SMILES,Tanimoto,Interpretation
216,Low_Similarity_Below_0_4,C=C(C)CN1CCC23c4c5ccc(OC)c4O[C@H]2C(=O)C2(Cc4ccccc4C2)C[C@@]3(O)C1C5,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1132,Low similarity (0.113): Major reconstruction errors.
217,Low_Similarity_Below_0_4,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)Nc3cccc(Cl)c3)[C@H]12,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1705,Low similarity (0.170): Major reconstruction errors.
218,Low_Similarity_Below_0_4,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(=O)C(F)(F)F)CC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1398,Low similarity (0.140): Major reconstruction errors.
219,Low_Similarity_Below_0_4,COc1ccc2c(c1)-c1nc(-c3ccncc3)[nH]c1CCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1687,Low similarity (0.169): Major reconstruction errors.
220,Low_Similarity_Below_0_4,COc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2027,Low similarity (0.203): Major reconstruction errors.
221,Low_Similarity_Below_0_4,O=C1c2ccccc2CC1C1OCCc2ccccc21,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0704,Low similarity (0.070): Major reconstruction errors.
222,Low_Similarity_Below_0_4,CN1CCCC(C(=O)N2CCN(c3ccnc(NCc4ccc(Cl)cc4Cl)n3)CC2)C1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1053,Low similarity (0.105): Major reconstruction errors.
223,Low_Similarity_Below_0_4,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3C)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.2442,Low similarity (0.244): Major reconstruction errors.
224,Low_Similarity_Below_0_4,CC(C)N(C(=O)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)[C@H](C(=O)O)C1)C(C)C,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1905,Low similarity (0.190): Major reconstruction errors.
225,Low_Similarity_Below_0_4,CC1(C)[C@H]2CC[C@](C)(C2)[C@@H]1NC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCC2)c1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1212,Low similarity (0.121): Major reconstruction errors.
226,Low_Similarity_Below_0_4,CC(C)(C)[C@H]1C(O)=C(C2=CS(=O)(=O)c3cc(C#N)ccc3N2)C(=O)N1Cc1ccc(F)cc1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1038,Low similarity (0.104): Major reconstruction errors.
227,Low_Similarity_Below_0_4,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cn3)cccc12,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1739,Low similarity (0.174): Major reconstruction errors.
228,Low_Similarity_Below_0_4,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccc(C(F)(F)F)cc3)SC(=O)NC2=O)cc1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,0.0673,Low similarity (0.067): Major reconstruction errors.
229,Low_Similarity_Below_0_4,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1039,Low similarity (0.104): Major reconstruction errors.
230,Low_Similarity_Below_0_4,COc1ccc2sc(C(N)=O)c(OC(C)C)c2c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1519,Low similarity (0.152): Major reconstruction errors.
231,Low_Similarity_Below_0_4,COC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.0964,Low similarity (0.096): Major reconstruction errors.
232,Low_Similarity_Below_0_4,COc1cccc(N(C)c2ccc(NC(=O)C3CC3)cc2)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1875,Low similarity (0.188): Major reconstruction errors.
233,Low_Similarity_Below_0_4,COc1cc(OC)cc([C@@H]2c3cc4c(cc3N[C@@H]3COC(=O)N23)OCO4)c1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.2500,Low similarity (0.250): Major reconstruction errors.
234,Low_Similarity_Below_0_4,O=C(CN1CCOCC1)N1CCC(CNc2nc3c(s2)CCOc2ccc(F)cc2-3)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.0957,Low similarity (0.096): Major reconstruction errors.
235,Low_Similarity_Below_0_4,Cc1ccc2c(c1)-c1nc(-c3ccccn3)[nH]c1CCC2,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.1084,Low similarity (0.108): Major reconstruction errors.
236,Low_Similarity_Below_0_4,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0488,Low similarity (0.049): Major reconstruction errors.
237,Low_Similarity_Below_0_4,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C(C)(C)C=CO4,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1889,Low similarity (0.189): Major reconstruction errors.
238,Low_Similarity_Below_0_4,O=S(=O)(c1ccccc1Cl)N1CCC(N2CCC(O)(c3cccc(Cl)c3)CC2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0745,Low similarity (0.074): Major reconstruction errors.
239,Low_Similarity_Below_0_4,CCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1196,Low similarity (0.120): Major reconstruction errors.
240,Low_Similarity_Below_0_4,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1200,Low similarity (0.120): Major reconstruction errors.
241,Low_Similarity_Below_0_4,CS(=O)(=O)c1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@@H]3CC[C@@H](c4ccccc4)C3)CC1)O2,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.0860,Low similarity (0.086): Major reconstruction errors.
242,Low_Similarity_Below_0_4,O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)nnc1Cl,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.1857,Low similarity (0.186): Major reconstruction errors.
243,Low_Similarity_Below_0_4,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Br,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.0986,Low similarity (0.099): Major reconstruction errors.
244,Low_Similarity_Below_0_4,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccc(Cl)cc2)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1392,Low similarity (0.139): Major reconstruction errors.
245,Low_Similarity_Below_0_4,N#Cc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1Cl,CN1CCN(CC(=O)N2CCC(CNc3nc4c(s3)CCCc3ccc(F)cc3-4)CC2)CC1,0.0860,Low similarity (0.086): Major reconstruction errors.
246,Low_Similarity_Below_0_4,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccn1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1183,Low similarity (0.118): Major reconstruction errors.
247,Low_Similarity_Below_0_4,O=C(N[C@H]1CCCCN(Cc2ccccc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.0899,Low similarity (0.090): Major reconstruction errors.
248,Low_Similarity_Below_0_4,Cn1nc(C(F)(F)F)c(Br)c1C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0941,Low similarity (0.094): Major reconstruction errors.
251,Low_Similarity_Below_0_4,CN1CCC(CC(=O)N2CCN(C3c4ccc(Cl)cc4CCc4cccnc43)CC2)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1111,Low similarity (0.111): Major reconstruction errors.
252,Low_Similarity_Below_0_4,O=C(c1ccc(S(=O)(=O)NCC2CCCO2)cc1)N1CCN(c2cccc(Cl)c2)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.1585,Low similarity (0.159): Major reconstruction errors.
253,Low_Similarity_Below_0_4,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,CCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,0.0652,Low similarity (0.065): Major reconstruction errors.
254,Low_Similarity_Below_0_4,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)CN)OCO3,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1176,Low similarity (0.118): Major reconstruction errors.
255,Low_Similarity_Below_0_4,CC(C)NCC(O)COC(=O)c1cccc2ccccc12,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1264,Low similarity (0.126): Major reconstruction errors.
256,Low_Similarity_Below_0_4,Cc1nccn1N[C@H]1c2cc(S(=O)(=O)N3CCCCC3)ccc2OC(C)(C)[C@@H]1O,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.1087,Low similarity (0.109): Major reconstruction errors.
257,Low_Similarity_Below_0_4,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4nc(C)cc(C)c4C#N)CC3)c(F)c2)C(=O)O1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1589,Low similarity (0.159): Major reconstruction errors.
258,Low_Similarity_Below_0_4,O=C(N[C@@H]1CCCN(Cc2ccccc2)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1,O=C(c1ccc(Cl)cc1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.0909,Low similarity (0.091): Major reconstruction errors.
259,Low_Similarity_Below_0_4,CCc1nnc2c(NC3CC3)nc3ccccc3n12,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0690,Low similarity (0.069): Major reconstruction errors.
260,Low_Similarity_Below_0_4,COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1200,Low similarity (0.120): Major reconstruction errors.
261,Low_Similarity_Below_0_4,CNC(=O)N1CCC(CC(=O)N2CCN(C3c4ccc(Cl)cc4CCc4cccnc43)CC2)CC1,CNC(=O)c1cnc(N2CCN(C3CCN(Cc4ccc(Cl)cc4)C(C)C3)CC2)c(Cl)c1,0.2632,Low similarity (0.263): Major reconstruction errors.
262,Low_Similarity_Below_0_4,C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,0.0602,Low similarity (0.060): Major reconstruction errors.
264,Low_Similarity_Below_0_4,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCCC1C(=O)N(C)C,0.0693,Low similarity (0.069): Major reconstruction errors.
265,Low_Similarity_Below_0_4,CN1Cc2c(C(=O)OCCC(C)(C)C)ncn2-c2ccc(Cl)cc2C1=O,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.1839,Low similarity (0.184): Major reconstruction errors.
266,Low_Similarity_Below_0_4,O=C(C1CCCCN1)N1CCN(Cc2ccncc2)CC1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1370,Low similarity (0.137): Major reconstruction errors.
267,Low_Similarity_Below_0_4,O=C1C(Cl)=C(Nc2ccc(I)cc2)C(=O)c2ncccc21,O=C(O)CCCCCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2,0.0909,Low similarity (0.091): Major reconstruction errors.
268,Low_Similarity_Below_0_4,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.0976,Low similarity (0.098): Major reconstruction errors.
270,Low_Similarity_Below_0_4,CN1CCN2CC(c3ccc(N)cc3)c3ccccc3C2C1,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,0.2031,Low similarity (0.203): Major reconstruction errors.
271,Low_Similarity_Below_0_4,CN(C)S(=O)(=O)c1ccc(N2CCCC2)c(C(=O)NCc2cccc(C(F)(F)F)c2)c1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1585,Low similarity (0.159): Major reconstruction errors.
272,Low_Similarity_Below_0_4,CN(CCc1ccc2c(c1)OCO2)CC1CCCc2c1ccc1c2OCO1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1282,Low similarity (0.128): Major reconstruction errors.
274,Low_Similarity_Below_0_4,CN(C)CCNC(=O)c1c(O)c2cccnc2n(-c2ccccc2)c1=O,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1688,Low similarity (0.169): Major reconstruction errors.
275,Low_Similarity_Below_0_4,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCCN1CCN(C)CC1,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,0.1250,Low similarity (0.125): Major reconstruction errors.
276,Low_Similarity_Below_0_4,COc1ccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1839,Low similarity (0.184): Major reconstruction errors.
277,Low_Similarity_Below_0_4,CCC(c1ccc(O)c(F)c1)C(CC)c1ccc(O)c(F)c1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1143,Low similarity (0.114): Major reconstruction errors.
278,Low_Similarity_Below_0_4,CCCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0816,Low similarity (0.082): Major reconstruction errors.
279,Low_Similarity_Below_0_4,COc1cccc2c(C(=O)N[C@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1442,Low similarity (0.144): Major reconstruction errors.
280,Low_Similarity_Below_0_4,COc1ccc(NC(=O)N2CCN(c3cccc4c3CCCC4)CC2)cc1N1CCN(C)CC1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1277,Low similarity (0.128): Major reconstruction errors.
281,Low_Similarity_Below_0_4,CN1CCc2cc(Cl)c(O)cc2C(c2cccc(Br)c2)C1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.1341,Low similarity (0.134): Major reconstruction errors.
282,Low_Similarity_Below_0_4,CN1CCC[C@H]1CN1CCN(Cc2cccnc2)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1389,Low similarity (0.139): Major reconstruction errors.
283,Low_Similarity_Below_0_4,CCNc1ncnc2c1ncn2Cc1ccccc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0714,Low similarity (0.071): Major reconstruction errors.
284,Low_Similarity_Below_0_4,O=C1CN(c2ncccc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1358,Low similarity (0.136): Major reconstruction errors.
285,Low_Similarity_Below_0_4,CCN(CC)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0805,Low similarity (0.080): Major reconstruction errors.
286,Low_Similarity_Below_0_4,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1071,Low similarity (0.107): Major reconstruction errors.
288,Low_Similarity_Below_0_4,COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(C(N)=O)cc4)CC3)CN(C)[C@@H]1C2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1188,Low similarity (0.119): Major reconstruction errors.
289,Low_Similarity_Below_0_4,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)s2)cn1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1262,Low similarity (0.126): Major reconstruction errors.
290,Low_Similarity_Below_0_4,Cc1ccc2c(c1)-c1nc(-c3ccncc3)[nH]c1CCC2,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.0843,Low similarity (0.084): Major reconstruction errors.
291,Low_Similarity_Below_0_4,Cn1nc(C(F)(F)C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.0957,Low similarity (0.096): Major reconstruction errors.
292,Low_Similarity_Below_0_4,CC(=O)NC1C(=O)[C@]2(CS(=O)(=O)N3CCC4(CCc5ccccc54)CC3)CCC1C2(C)C,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Nc4ccccn4)CC3)c(F)c2)C(=O)O1,0.1942,Low similarity (0.194): Major reconstruction errors.
295,Low_Similarity_Below_0_4,CCCCc1nnc2c(NC3CCCC3)nc3ccccc3n12,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0879,Low similarity (0.088): Major reconstruction errors.
296,Low_Similarity_Below_0_4,N#CC1=C(NCC(=O)N2CCCCC2)N(c2ccccc2)C(=O)N2CCCCC(N3CCCC3)C12,CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,0.0899,Low similarity (0.090): Major reconstruction errors.
297,Low_Similarity_Below_0_4,OC(c1ccccc1Cl)C(O)(Cn1ccnc1)c1ccccc1Cl,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.1081,Low similarity (0.108): Major reconstruction errors.
298,Low_Similarity_Below_0_4,COc1cc(C2C(C#N)=C(N)Oc3cc(Br)ccc32)cc(Br)c1OC,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1222,Low similarity (0.122): Major reconstruction errors.
300,Low_Similarity_Below_0_4,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)c4cc(Cl)no4)CC3)c(F)c2)C(=O)O1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.2079,Low similarity (0.208): Major reconstruction errors.
301,Low_Similarity_Below_0_4,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(C)CCCO4)CC3)c2)n[nH]c(=O)c1C,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,0.1477,Low similarity (0.148): Major reconstruction errors.
302,Low_Similarity_Below_0_4,COc1ccc2c(c1)c(CCNC(=O)C1CCC1)c1n2CCc2ccccc2-1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1915,Low similarity (0.191): Major reconstruction errors.
303,Low_Similarity_Below_0_4,CCN1C(=O)c2c(nc(C(=O)NC)n2Cc2ccc(OC)c(Cl)c2)N2C1=N[C@@H]1CCC[C@@H]12,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.0901,Low similarity (0.090): Major reconstruction errors.
304,Low_Similarity_Below_0_4,OCC1Cc2cc3c(-c4ccccc4F)noc3c(Cl)c2O1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1099,Low similarity (0.110): Major reconstruction errors.
305,Low_Similarity_Below_0_4,CC(C)(C(=O)N1CCCCC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1789,Low similarity (0.179): Major reconstruction errors.
306,Low_Similarity_Below_0_4,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(F)cc3)CC2)C(=O)N1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0988,Low similarity (0.099): Major reconstruction errors.
307,Low_Similarity_Below_0_4,CN(CCc1ccc2c(c1)OCO2)C[C@@H]1CC[C@@H]2CCOc3cccc1c32,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.1375,Low similarity (0.138): Major reconstruction errors.
308,Low_Similarity_Below_0_4,CC(C)(C)Nc1ncnc2c1ncn2Cc1ccccc1F,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1236,Low similarity (0.124): Major reconstruction errors.
309,Low_Similarity_Below_0_4,COc1ccc2c(c1)-c1nc(-c3ccccn3)[nH]c1CCC2,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1647,Low similarity (0.165): Major reconstruction errors.
310,Low_Similarity_Below_0_4,NC(=O)c1cc2c(Sc3ccc(C(F)(F)F)cc3)cncc2s1,CN(C)c1ncnc2c1ncn2Cc1cccc(CO)c1,0.0779,Low similarity (0.078): Major reconstruction errors.
311,Low_Similarity_Below_0_4,CN1CCC23c4c5ccc(O)c4OC2[C@H]2OC[C@@]2(CCc2ccccc2)CC3C1C5,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1319,Low similarity (0.132): Major reconstruction errors.
312,Low_Similarity_Below_0_4,CN1Cc2cccnc2C(N2CCN(C(=O)CC3CCNCC3)CC2)c2ccc(Cl)cc21,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1277,Low similarity (0.128): Major reconstruction errors.
313,Low_Similarity_Below_0_4,CC(N)Cc1ccc(I)cc1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.1127,Low similarity (0.113): Major reconstruction errors.
316,Low_Similarity_Below_0_4,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2NCCC2c2ccc(Cl)cc2)CC1,0.0978,Low similarity (0.098): Major reconstruction errors.
317,Low_Similarity_Below_0_4,Cc1cccc(NC(=O)CN2CCCN(S(=O)(=O)c3ccc(Br)s3)CC2)c1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N(C)C(C)C)cc2)CC1,0.1910,Low similarity (0.191): Major reconstruction errors.
319,Low_Similarity_Below_0_4,COc1ccc2c(c1)c(CCNC(=O)C1CC1)c1n2CCCc2ccccc2-1,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2CC2CCCC2)cc1,0.1915,Low similarity (0.191): Major reconstruction errors.
320,Low_Similarity_Below_0_4,CCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)(C)C3O,0.1042,Low similarity (0.104): Major reconstruction errors.
321,Low_Similarity_Below_0_4,O=c1oc(Nc2cccc(I)c2)nc2ccccc12,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.0972,Low similarity (0.097): Major reconstruction errors.
322,Low_Similarity_Below_0_4,NC1=NC(c2ccc(F)cc2)Cc2cccc(Cl)c21,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1,0.1774,Low similarity (0.177): Major reconstruction errors.
323,Low_Similarity_Below_0_4,CC(C)(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,CC(C)C(N)c1cccc(F)c1N1CCN(C(=O)C2CCOC2c2ccc(Cl)cc2)CC1,0.1771,Low similarity (0.177): Major reconstruction errors.
324,Low_Similarity_Below_0_4,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)c(C)c1,Cc1ccccc1C(=O)N1CCC(C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)CC1,0.1084,Low similarity (0.108): Major reconstruction errors.
325,Low_Similarity_Below_0_4,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,0.1136,Low similarity (0.114): Major reconstruction errors.
326,Low_Similarity_Below_0_4,CN1CCC(N2CCN(C(=O)Cc3csc(NC(=O)c4ccc(Cl)s4)n3)CC2)CC1,CN1CC(CN2CC(=O)NC2=O)CC2CC(C)(C)CCC21,0.1099,Low similarity (0.110): Major reconstruction errors.
